IRON,MP,FC,F2,CIA,FS,F3,O2,FM
40, 49.9981, 19.9999, 199.999, 80.0019, 500.001, 3399.99, 0.999997, 100.0
39.6061, 50.2721, 19.9549, 199.387, 79.6054, 499.15, 3394.78, 1.0025, 99.91
39.2121, 50.5551, 19.9096, 198.764, 79.2041, 498.286, 3389.46, 1.00505, 99.8182
38.8182, 50.8477, 19.8638, 198.132, 78.7977, 497.407, 3384.04, 1.00765, 99.7247
38.4242, 51.1505, 19.8176, 197.489, 78.3863, 496.514, 3378.52, 1.0103, 99.6293
38.0303, 51.4643, 19.771, 196.835, 77.9695, 495.606, 3372.88, 1.013, 99.5321
37.6364, 51.7897, 19.724, 196.17, 77.5473, 494.683, 3367.13, 1.01575, 99.433
37.2424, 52.1276, 19.6766, 195.494, 77.1195, 493.743, 3361.26, 1.01856, 99.3318
36.8485, 52.4791, 19.6289, 194.807, 76.6858, 492.786, 3355.28, 1.02142, 99.2284
36.4545, 52.8451, 19.5807, 194.109, 76.2459, 491.812, 3349.17, 1.02434, 99.1228
36.0606, 53.227, 19.5321, 193.398, 75.7996, 490.82, 3342.94, 1.02732, 99.0148
35.6667, 53.6262, 19.4832, 192.676, 75.3465, 489.808, 3336.59, 1.03037, 98.9042
35.2727, 54.0445, 19.4339, 191.942, 74.8861, 488.775, 3330.1, 1.03349, 98.7909
34.8788, 54.484, 19.3843, 191.197, 74.4179, 487.721, 3323.49, 1.03668, 98.6747
34.4848, 54.9471, 19.3344, 190.439, 73.9412, 486.643, 3316.74, 1.03994, 98.5554
34.0909, 55.4368, 19.2841, 189.669, 73.4552, 485.539, 3309.86, 1.0433, 98.4326
33.697, 55.957, 19.2336, 188.889, 72.9587, 484.408, 3302.85, 1.04674, 98.3061
33.303, 56.5125, 19.183, 188.097, 72.4504, 483.246, 3295.72, 1.05029, 98.1754
32.9091, 57.1096, 19.1321, 187.295, 71.9283, 482.049, 3288.46, 1.05395, 98.04
32.5152, 57.7571, 19.0813, 186.484, 71.3898, 480.812, 3281.09, 1.05774, 97.8991
32.1212, 58.4672, 19.0305, 185.666, 70.8309, 479.527, 3273.63, 1.06168, 97.7518
31.7273, 59.2588, 18.98, 184.844, 70.2457, 478.182, 3266.11, 1.06582, 97.5966
31.3333, 60.1627, 18.9303, 184.026, 69.624, 476.758, 3258.57, 1.0702, 97.4309
30.9394, 61.2372, 18.8819, 183.221, 68.9465, 475.22, 3251.14, 1.07495, 97.2503
30.5455, 62.6235, 18.8366, 182.462, 68.1657, 473.48, 3244.09, 1.08034, 97.044
30.1515, 64.9546, 18.8025, 181.885, 67.0702, 471.15, 3238.71, 1.08756, 96.7636
29.7576, 1321.83, 15.888, 113.041, 55.787, 235.638, 2455.4, 0.878027, 28.4138
29.3636, 1321.0, 15.8563, 112.092, 55.7251, 235.599, 2442.17, 0.877801, 28.4033
28.9697, 1320.16, 15.8243, 111.129, 55.6623, 235.558, 2428.67, 0.877571, 28.3926
28.5758, 1319.3, 15.7919, 110.151, 55.5985, 235.517, 2414.87, 0.877339, 28.3817
28.1818, 1318.43, 15.759, 109.159, 55.5338, 235.476, 2400.78, 0.877102, 28.3707
27.7879, 1317.55, 15.7257, 108.152, 55.4682, 235.434, 2386.38, 0.876862, 28.3595
27.3939, 1316.66, 15.692, 107.13, 55.4015, 235.391, 2371.66, 0.876618, 28.3482
27, 1315.75, 15.6578, 106.093, 55.3338, 235.347, 2356.61, 0.87637, 28.3366
26.6061, 1314.82, 15.6232, 105.039, 55.2651, 235.303, 2341.23, 0.876118, 28.3249
26.2121, 1313.88, 15.588, 103.97, 55.1952, 235.258, 2325.5, 0.875861, 28.3129
